,n,k,n_changes,n_matches
0,10000,4,10,8808
1,10000,4,2,8817
2,10000,4,5,8840
3,10000,4,21,8818
4,10000,4,0,8817
5,10000,4,9,8787
6,10000,4,4,8794
7,10000,4,5,8806
8,10000,4,0,8811
9,10000,4,0,8821
10,10000,4,15,8804
11,10000,4,3,8816
12,10000,4,11,8813
13,10000,4,8,8813
14,10000,4,23,8769
15,10000,4,2,8817
16,10000,4,7,8791
17,10000,4,2,8818
18,10000,4,4,8759
19,10000,4,2,8844
20,10000,4,3,8793
21,10000,4,8,8833
22,10000,4,9,8807
23,10000,4,0,8833
24,10000,4,13,8849
25,10000,4,0,8812
26,10000,4,2,8800
27,10000,4,8,8809
28,10000,4,19,8824
29,10000,4,6,8830
30,10000,4,3,8794
31,10000,4,0,8805
32,10000,4,0,8811
33,10000,4,0,8814
34,10000,4,11,8809
35,10000,4,13,8819
36,10000,4,7,8829
37,10000,4,5,8813
38,10000,4,22,8820
39,10000,4,2,8794
40,10000,4,24,8839
41,10000,4,4,8820
42,10000,4,5,8790
43,10000,4,2,8817
44,10000,4,2,8828
45,10000,4,6,8816
46,10000,4,8,8833
47,10000,4,14,8833
48,10000,4,6,8811
49,10000,4,0,8815
50,10000,4,7,8773
51,10000,4,0,8784
52,10000,4,18,8781
53,10000,4,0,8804
54,10000,4,6,8824
55,10000,4,3,8792
56,10000,4,2,8802
57,10000,4,4,8858
58,10000,4,4,8802
59,10000,4,22,8804
60,10000,4,6,8840
61,10000,4,8,8849
62,10000,4,0,8793
63,10000,4,0,8836
64,10000,4,10,8793
65,10000,4,12,8799
66,10000,4,12,8816
67,10000,4,8,8827
68,10000,4,13,8835
69,10000,4,6,8788
70,10000,4,17,8843
71,10000,4,15,8779
72,10000,4,20,8807
73,10000,4,5,8813
74,10000,4,0,8813
75,10000,4,31,8783
76,10000,4,4,8815
77,10000,4,15,8771
78,10000,4,4,8808
79,10000,4,2,8842
80,10000,4,24,8817
81,10000,4,0,8839
82,10000,4,6,8810
83,10000,4,0,8788
84,10000,4,4,8780
85,10000,4,0,8824
86,10000,4,11,8772
87,10000,4,20,8838
88,10000,4,0,8815
89,10000,4,4,8806
90,10000,4,0,8749
91,10000,4,0,8833
92,10000,4,11,8795
93,10000,4,8,8766
94,10000,4,10,8794
95,10000,4,5,8847
96,10000,4,3,8834
97,10000,4,6,8804
98,10000,4,0,8803
99,10000,4,5,8852
