,n,k,n_changes_eadam,n_matches
0,1000,4,24,883
1,1000,4,4,887
2,1000,4,4,879
3,1000,4,22,879
4,1000,4,6,888
5,1000,4,0,878
6,1000,4,8,888
7,1000,4,0,886
8,1000,4,14,894
9,1000,4,0,881
10,1000,4,20,888
11,1000,4,0,892
12,1000,4,12,887
13,1000,4,4,883
14,1000,4,16,878
15,1000,4,0,885
16,1000,4,10,878
17,1000,4,28,888
18,1000,4,0,887
19,1000,4,10,871
20,1000,4,0,876
21,1000,4,24,882
22,1000,4,8,892
23,1000,4,0,887
24,1000,4,0,893
25,1000,4,4,881
26,1000,4,12,880
27,1000,4,0,890
28,1000,4,28,880
29,1000,4,4,887
30,1000,4,4,877
31,1000,4,14,885
32,1000,4,0,891
33,1000,4,28,879
34,1000,4,0,885
35,1000,4,10,884
36,1000,4,0,878
37,1000,4,0,874
38,1000,4,14,869
39,1000,4,18,875
40,1000,4,14,879
41,1000,4,0,881
42,1000,4,6,887
43,1000,4,0,892
44,1000,4,0,877
45,1000,4,0,884
46,1000,4,0,884
47,1000,4,0,888
48,1000,4,6,879
49,1000,4,4,897
50,1000,4,0,890
51,1000,4,12,887
52,1000,4,10,873
53,1000,4,8,882
54,1000,4,8,883
55,1000,4,6,889
56,1000,4,4,878
57,1000,4,8,878
58,1000,4,4,902
59,1000,4,18,887
60,1000,4,8,882
61,1000,4,0,883
62,1000,4,0,881
63,1000,4,0,880
64,1000,4,0,879
65,1000,4,14,886
66,1000,4,4,882
67,1000,4,16,887
68,1000,4,16,880
69,1000,4,0,890
70,1000,4,6,885
71,1000,4,0,891
72,1000,4,10,873
73,1000,4,14,879
74,1000,4,4,872
75,1000,4,10,883
76,1000,4,6,894
77,1000,4,0,873
78,1000,4,0,899
79,1000,4,0,880
80,1000,4,0,889
81,1000,4,44,894
82,1000,4,18,884
83,1000,4,4,886
84,1000,4,8,871
85,1000,4,10,877
86,1000,4,8,890
87,1000,4,18,877
88,1000,4,0,873
89,1000,4,32,863
90,1000,4,0,881
91,1000,4,8,870
92,1000,4,26,879
93,1000,4,0,875
94,1000,4,0,901
95,1000,4,0,883
96,1000,4,0,887
97,1000,4,32,880
98,1000,4,4,874
99,1000,4,22,885
